FECHA (YYMMDD);HORA (HHMM);;
140604;0000;-0,681197;
140604;0100;-1,67988;
140604;0200;-1,78542;
140604;0300;-1,83276;
140604;0400;-2,52061;
140604;0500;-2,8529;
140604;0600;-2,3085;
140604;0700;-2,17095;
140604;0800;-1,92209;
140604;0900;-0,960747;
140604;1000;-0,044592;
140604;1100;1,38418;
140604;1200;2,01024;
140604;1300;3,27149;
140604;1400;4,13844;
140604;1500;4,1153;
140604;1600;3,23463;
140604;1700;2,1469;
140604;1800;1,02069;
140604;1900;0,303576;
140604;2000;-0,436363;
140604;2100;-0,494939;
140604;2200;-0,826094;
140604;2300;-1,37247;
140605;0000;-1,65895;
140605;0100;-1,41752;
140605;0200;-1,3192;
140605;0300;-1,97196;
140605;0400;-3,0247;
140605;0500;-3,3451;
140605;0600;-2,62544;
140605;0700;-1,31954;
140605;0800;-0,417283;
140605;0900;0,565217;
140605;1000;1,13051;
140605;1100;2,41515;
140605;1200;3,15494;
140605;1300;3,60987;
140605;1400;4,55827;
140605;1500;4,07963;
140605;1600;2,60644;
140605;1700;1,95104;
140605;1800;1,97039;
140605;1900;1,90249;
140605;2000;2,1212;
140605;2100;2,1338;
140605;2200;2,08181;
140605;2300;1,42872;
140606;0000;2,05611;
140606;0100;1,52944;
140606;0200;2,0898;
140606;0300;2,09827;
140606;0400;2,35165;
140606;0500;2,55206;
140606;0600;1,94046;
140606;0700;2,23519;
140606;0800;2,13025;
140606;0900;3,47751;
140606;1000;5,22635;
140606;1100;6,69913;
140606;1200;7,548;
140606;1300;7,64954;
140606;1400;7,47996;
140606;1500;6,00275;
140606;1600;4,97038;
140606;1700;3,69343;
140606;1800;2,69945;
140606;1900;1,88798;
140606;2000;1,36123;
140606;2100;1,30269;
140606;2200;2,03722;
140606;2300;1,32878;
140607;0000;1,30846;
140607;0100;1,08692;
140607;0200;1,05345;
140607;0300;1,45067;
140607;0400;1,24291;
140607;0500;1,53313;
140607;0600;1,26468;
140607;0700;1,53474;
140607;0800;1,73711;
140607;0900;2,25988;
140607;1000;3,62742;
140607;1100;4,72701;
140607;1200;5,26109;
140607;1300;6,38548;
140607;1400;5,72036;
140607;1500;5,58881;
140607;1600;4,72197;
140607;1700;3,75543;
140607;1800;3,6536;
140607;1900;3,29086;
140607;2000;3,24732;
140607;2100;1,70878;
140607;2200;0,214844;
140607;2300;-0,41467;
140608;0000;0,474601;
140608;0100;0,503628;
140608;0200;0,875521;
140608;0300;0,309549;
140608;0400;-0,109627;
140608;0500;-0,316337;
140608;0600;-0,330972;
140608;0700;-0,1525;
140608;0800;0,0576302;
140608;0900;0,394861;
140608;1000;0,753151;
140608;1100;1,5649;
140608;1200;1,78892;
140608;1300;1,38933;
140608;1400;2,12385;
140608;1500;3,60812;
140608;1600;3,67823;
140608;1700;3,34082;
140608;1800;3,6452;
140608;1900;4,07648;
140608;2000;4,83353;
140608;2100;5,03499;
140608;2200;4,92783;
140608;2300;4,99863;
140609;0000;5,17706;
140609;0100;4,83719;
140609;0200;4,40598;
140609;0300;4,63936;
140609;0400;4,85838;
140609;0500;4,99669;
140609;0600;5,30536;
140609;0700;6,62479;
140609;0800;7,76495;
140609;0900;8,10727;
140609;1000;7,80027;
140609;1100;7,88746;
140609;1200;8,57671;
140609;1300;9,10608;
140609;1400;8,32135;
140609;1500;8,21333;
140609;1600;7,73055;
140609;1700;7,24429;
140609;1800;7,28767;
140609;1900;8,39255;
140609;2000;9,47177;
140609;2100;10,0752;
140609;2200;10,616;
140609;2300;10,6884;
140610;0000;10,4211;
140610;0100;10,568;
140610;0200;9,82828;
140610;0300;9,4416;
140610;0400;8,74852;
140610;0500;8,13478;
140610;0600;7,38683;
140610;0700;7,5636;
140610;0800;8,18163;
140610;0900;7,38904;
140610;1000;6,61803;
140610;1100;5,95741;
140610;1200;6,34144;
140610;1300;4,95068;
140610;1400;6,87177;
140610;1500;6,51392;
140610;1600;5,95531;
140610;1700;5,28989;
140610;1800;4,05231;
140610;1900;4,06081;
140610;2000;4,03983;
140610;2100;3,38471;
140610;2200;3,02019;
140610;2300;2,62781;
140611;0000;1,54279;
140611;0100;1,40782;
140611;0200;1,36851;
140611;0300;0,972056;
140611;0400;0,480009;
140611;0500;1,03613;
140611;0600;0,0601476;
140611;0700;2,38143;
140611;0800;3,48172;
140611;0900;2,41484;
140611;1000;3,92508;
140611;1100;5,81667;
140611;1200;6,44997;
140611;1300;5,09068;
140611;1400;3,98004;
140611;1500;2,93755;
140611;1600;2,6276;
140611;1700;2,89426;
140611;1800;2,99611;
140611;1900;2,81619;
140611;2000;2,68305;
140611;2100;3,42579;
140611;2200;3,6624;
140611;2300;3,17313;
140612;0000;2,57731;
140612;0100;2,04392;
140612;0200;1,66293;
140612;0300;1,34274;
140612;0400;0,529044;
140612;0500;0,118524;
140612;0600;0,610476;
140612;0700;1,08135;
140612;0800;1,44113;
140612;0900;2,28694;
140612;1000;3,75175;
140612;1100;5,1675;
140612;1200;5,67635;
140612;1300;5,84885;
140612;1400;6,07856;
140612;1500;6,01697;
140612;1600;4,55425;
140612;1700;3,28526;
140612;1800;2,87976;
140612;1900;2,8911;
140612;2000;2,52861;
140612;2100;2,33997;
140612;2200;2,09491;
140612;2300;2,11217;
140613;0000;1,71977;
140613;0100;1,3188;
140613;0200;1,0655;
140613;0300;0,993064;
140613;0400;0,807508;
140613;0500;0,639045;
140613;0600;0,221102;
140613;0700;-0,0753125;
140613;0800;-0,19059;
140613;0900;-0,0411198;
140613;1000;3,15748;
140613;1100;5,70882;
140613;1200;7,58101;
140613;1300;7,98649;
140613;1400;8,6635;
140613;1500;8,187;
140613;1600;7,50362;
140613;1700;7,50947;
140613;1800;5,9153;
140613;1900;5,07864;
140613;2000;4,13502;
140613;2100;5,18684;
140613;2200;4,2914;
140613;2300;3,73237;
140614;0000;4,10447;
140614;0100;4,97337;
140614;0200;5,06714;
140614;0300;5,04996;
140614;0400;5,25435;
140614;0500;5,37939;
140614;0600;5,54839;
140614;0700;5,77569;
140614;0800;6,14299;
140614;0900;7,04919;
140614;1000;7,74399;
140614;1100;7,54712;
140614;1200;7,05803;
140614;1300;7,59855;
140614;1400;6,9174;
140614;1500;6,54146;
140614;1600;5,53632;
140614;1700;4,32504;
140614;1800;5,02511;
140614;1900;5,17249;
140614;2000;4,93161;
140614;2100;5,05028;
140614;2200;5,05312;
140614;2300;4,80446;
140615;0000;4,5924;
140615;0100;4,5174;
140615;0200;4,11625;
140615;0300;4,12199;
140615;0400;3,91356;
140615;0500;4,02543;
140615;0600;4,39116;
140615;0700;4,32451;
140615;0800;3,66226;
140615;0900;4,81086;
140615;1000;5,83043;
140615;1100;5,89647;
140615;1200;6,79892;
140615;1300;6,9164;
140615;1400;6,91504;
140615;1500;6,76553;
140615;1600;5,98128;
140615;1700;5,42992;
140615;1800;5,23125;
140615;1900;4,83292;
140615;2000;4,65575;
140615;2100;3,63214;
140615;2200;4,38628;
140615;2300;4,08102;
140616;0000;4,07187;
140616;0100;2,94234;
140616;0200;2,64927;
140616;0300;2,85546;
140616;0400;2,66598;
140616;0500;2,11753;
140616;0600;2,10645;
140616;0700;2,27619;
140616;0800;1,84569;
140616;0900;3,11143;
140616;1000;3,70227;
140616;1100;5,28531;
140616;1200;6,21967;
140616;1300;6,73346;
140616;1400;7,04313;
140616;1500;6,95833;
140616;1600;5,88615;
140616;1700;3,02714;
140616;1800;0,706041;
140616;1900;-0,2323;
140616;2000;-0,904617;
140616;2100;-1,23152;
140616;2200;-1,77394;
140616;2300;-2,1681;
140617;0000;-2,77055;
140617;0100;-3,18132;
140617;0200;-2,95496;
140617;0300;-3,45408;
140617;0400;-3,76275;
140617;0500;-3,99396;
140617;0600;-4,0255;
140617;0700;-4,10019;
140617;0800;-3,97122;
140617;0900;-2,21413;
140617;1000;-0,226875;
140617;1100;1,83396;
140617;1200;2,46657;
140617;1300;2,43574;
140617;1400;3,52147;
140617;1500;3,84707;
140617;1600;3,99007;
140617;1700;3,17787;
140617;1800;2,31519;
140617;1900;2,02576;
140617;2000;2,10933;
140617;2100;2,64597;
140617;2200;2,38516;
140617;2300;2,33087;
140618;0000;3,45918;
140618;0100;3,07079;
140618;0200;6,88786;
140618;0300;5,14219;
140618;0400;2,48959;
140618;0500;1,76407;
140618;0600;2,08073;
140618;0700;1,9314;
140618;0800;1,91621;
140618;0900;2,43993;
140618;1000;3,7575;
140618;1100;3,90039;
140618;1200;6,27448;
140618;1300;7,89579;
140618;1400;9,22525;
140618;1500;9,01256;
140618;1600;7,90646;
140618;1700;5,6666;
140618;1800;2,9135;
140618;1900;2,02576;
140618;2000;2,10933;
140618;2100;2,64597;
140618;2200;2,38516;
140618;2300;2,33087;
140619;0000;3,45918;
140619;0100;3,07079;
140619;0200;6,88786;
140619;0300;5,14219;
140619;0400;2,48959;
140619;0500;1,76407;
140619;0600;2,08073;
140619;0700;1,9314;
140619;0800;1,91621;
140619;0900;2,43993;
140619;1000;3,7575;
140619;1100;3,90039;
140619;1200;6,27448;
140619;1300;7,89579;
140619;1400;9,22525;
140619;1500;9,01256;
140619;1600;7,90646;
140619;1700;5,6666;
140619;1800;4,23613;
140619;1900;2,92437;
140619;2000;2,49938;
140619;2100;1,79692;
140619;2200;1,04957;
140619;2300;0,47033;
140620;0000;0,452726;
140620;0100;0,557422;
140620;0200;0,340729;
140620;0300;0,203403;
140620;0400;-0,152161;
140620;0500;-0,462031;
140620;0600;-0,919687;
140620;0700;-0,532717;
140620;0800;-0,0260243;
140620;0900;1,39583;
140620;1000;4,04259;
140620;1100;5,35883;
140620;1200;7,39243;
140620;1300;11,157;
140620;1400;12,7562;
140620;1500;11,7936;
140620;1600;10,6459;
140620;1700;10,1213;
140620;1800;9,68784;
140620;1900;8,44878;
140620;2000;7,51265;
140620;2100;6,71278;
140620;2200;7,14217;
140620;2300;6,52959;
140621;0000;6,08749;
140621;0100;5,66224;
140621;0200;5,40195;
140621;0300;5,88831;
140621;0400;4,57242;
140621;0500;4,48267;
140621;0600;4,48498;
140621;0700;4,67113;
140621;0800;4,62308;
140621;0900;4,75977;
140621;1000;4,82137;
140621;1100;5,83714;
140621;1200;6,4295;
140621;1300;6,84726;
140621;1400;6,89438;
140621;1500;6,78161;
140621;1600;6,4903;
140621;1700;6,32845;
140621;1800;6,12981;
140621;1900;6,01011;
140621;2000;6,00179;
140621;2100;5,87495;
140621;2200;5,55087;
140621;2300;5,54845;
140622;0000;5,51122;
140622;0100;5,55602;
140622;0200;5,34849;
140622;0300;5,36398;
140622;0400;5,32135;
140622;0500;5,202;
140622;0600;5,0793;
140622;0700;5,00497;
140622;0800;4,92601;
140622;0900;5,65845;
140622;1000;6,73649;
140622;1100;8,62566;
140622;1200;10,2572;
140622;1300;10,7879;
140622;1400;10,5691;
140622;1500;10,8752;
140622;1600;9,99071;
140622;1700;8,27402;
140622;1800;6,88953;
140622;1900;6,43378;
140622;2000;6,29404;
140622;2100;6,18657;
140622;2200;6,02798;
140622;2300;5,67772;
140623;0000;5,27934;
140623;0100;5,12663;
140623;0200;5,3661;
140623;0300;5,55566;
140623;0400;5,5597;
140623;0500;5,48766;
140623;0600;5,48246;
140623;0700;5,29408;
140623;0800;5,52131;
140623;0900;6,24989;
140623;1000;7,34833;
140623;1100;8,45428;
140623;1200;8,6749;
140623;1300;8,96164;
140623;1400;8,97568;
140623;1500;8,84377;
140623;1600;8,0799;
140623;1700;7,79326;
140623;1800;6,60644;
140623;1900;5,58201;
140623;2000;4,96439;
140623;2100;4,82502;
140623;2200;4,46947;
140623;2300;4,38595;
140624;0000;3,52386;
140624;0100;3,32636;
140624;0200;4,08503;
140624;0300;4,55418;
140624;0400;4,65536;
140624;0500;4,84269;
140624;0600;5,25104;
140624;0700;5,3956;
140624;0800;5,2961;
140624;0900;5,98066;
140624;1000;6,4789;
140624;1100;8,66895;
140624;1200;9,14937;
140624;1300;8,71805;
140624;1400;8,49312;
140624;1500;7,89835;
140624;1600;7,25381;
140624;1700;6,62083;
140624;1800;6,66673;
140624;1900;6,27364;
140624;2000;5,90471;
140624;2100;6,06794;
140624;2200;6,07812;
140624;2300;5,89111;
140625;0000;5,75737;
140625;0100;5,58492;
140625;0200;5,46204;
140625;0300;5,14867;
140625;0400;4,35271;
140625;0500;4,4003;
140625;0600;4,69482;
140625;0700;4,58342;
140625;0800;4,68082;
140625;0900;5,66971;
140625;1000;6,54043;
140625;1100;7,80054;
140625;1200;9,18124;
140625;1300;8,32802;
140625;1400;8,80814;
140625;1500;9,04182;
140625;1600;7,47472;
140625;1700;6,84859;
140625;1800;6,82895;
140625;1900;6,95282;
140625;2000;7,07626;
140625;2100;6,31696;
140625;2200;6,15643;
140625;2300;7,84628;
140626;0000;8,53722;
140626;0100;8,73813;
140626;0200;7,91833;
140626;0300;7,4879;
140626;0400;7,59898;
140626;0500;7,64024;
140626;0600;8,14531;
140626;0700;8,89168;
140626;0800;9,49763;
140626;0900;9,41057;
140626;1000;11,0035;
140626;1100;12,0049;
140626;1200;11,8523;
140626;1300;12,0962;
140626;1400;11,1417;
140626;1500;10,4093;
140626;1600;10,1933;
140626;1700;10,2422;
140626;1800;9,77223;
140626;1900;9,20621;
140626;2000;8,73105;
140626;2100;8,53963;
140626;2200;8,84164;
140626;2300;10,8515;
140627;0000;11,0677;
140627;0100;10,8909;
140627;0200;10,8037;
140627;0300;10,9922;
140627;0400;10,7409;
140627;0500;10,802;
140627;0600;10,6153;
140627;0700;10,6125;
140627;0800;10,5519;
140627;0900;10,6422;
140627;1000;11,1332;
140627;1100;11,771;
140627;1200;11,7231;
140627;1300;11,7562;
140627;1400;12,2069;
140627;1500;12,1244;
140627;1600;12,1734;
140627;1700;12,2709;
140627;1800;12,2313;
140627;1900;12,0204;
140627;2000;11,485;
140627;2100;11,1048;
140627;2200;10,8803;
140627;2300;10,7281;
140628;0000;10,2444;
140628;0100;9,76401;
140628;0200;9,62851;
140628;0300;9,27878;
140628;0400;8,9501;
140628;0500;9,0538;
140628;0600;8,90141;
140628;0700;8,52975;
140628;0800;8,69261;
140628;0900;9,78026;
140628;1000;10,7784;
140628;1100;11,8261;
140628;1200;13,0978;
140628;1300;13,7818;
140628;1400;13,9624;
140628;1500;13,3776;
140628;1600;11,9955;
140628;1700;10,3857;
140628;1800;9,47516;
140628;1900;9,14484;
140628;2000;8,57083;
140628;2100;8,22507;
140628;2200;8,78813;
140628;2300;8,65088;
140629;0000;9,72784;
140629;0100;9,50676;
140629;0200;9,53011;
140629;0300;9,46039;
140629;0400;8,94563;
140629;0500;9,11562;
140629;0600;9,41782;
140629;0700;9,75655;
140629;0800;9,6924;
140629;0900;11,1343;
140629;1000;12,4728;
140629;1100;13,3566;
140629;1200;13,8269;
140629;1300;14,4508;
140629;1400;14,4669;
140629;1500;13,1156;
140629;1600;10,4943;
140629;1700;9,44756;
140629;1800;8,7823;
140629;1900;8,36623;
140629;2000;7,84628;
140629;2100;7,46106;
140629;2200;6,86774;
140629;2300;6,06586;
140630;0000;3,87785;
140630;0100;2,2396;
140630;0200;1,66739;
140630;0300;1,10962;
140630;0400;1,22814;
140630;0500;1,58571;
140630;0600;2,15334;
140630;0700;2,48564;
140630;0800;2,61734;
140630;0900;2,78858;
140630;1000;3,63503;
140630;1100;4,58188;
140630;1200;5,92186;
140630;1300;7,25709;
140630;1400;7,65285;
140630;1500;9,20656;
140630;1600;9,5867;
140630;1700;9,41689;
140630;1800;8,87599;
140630;1900;8,98994;
140630;2000;7,80193;
140630;2100;6,88174;
140630;2200;5,52077;
140630;2300;5,67772;
140701;0000;5,36662;
140701;0100;5,10246;
140701;0200;5,05624;
140701;0300;5,28915;
140701;0400;4,91628;
140701;0500;4,86442;
140701;0600;4,26067;
140701;0700;3,9853;
140701;0800;3,83718;
140701;0900;4,17966;
140701;1000;4,62655;
140701;1100;5,84678;
140701;1200;6,46381;
140701;1300;5,91499;
140701;1400;5,98167;
140701;1500;5,74644;
140701;1600;5,44582;
140701;1700;4,86034;
140701;1800;4,20205;
140701;1900;3,63069;
140701;2000;2,92786;
140701;2100;2,23552;
140701;2200;1,9253;
140701;2300;1,80438;
140702;0000;2,04141;
140702;0100;2,0303;
140702;0200;1,91305;
140702;0300;1,897;
140702;0400;0,90829;
140702;0500;0,425616;
140702;0600;0,150677;
140702;0700;0,103707;
140702;0800;0,619226;
140702;0900;2,25641;
140702;1000;3,77322;
140702;1100;5,16714;
140702;1200;5,77724;
140702;1300;6,45773;
140702;1400;7,01318;
140702;1500;6,62135;
140702;1600;4,81647;
140702;1700;3,59524;
140702;1800;3,27153;
140702;1900;2,32949;
140702;2000;1,06931;
140702;2100;0,936839;
140702;2200;0,96974;
140702;2300;1,16597;
140703;0000;1,05295;
140703;0100;1,22231;
140703;0200;1,01516;
140703;0300;1,15008;
140703;0400;0,202396;
140703;0500;0,0855815;
140703;0600;0,132569;
140703;0700;-0,73592;
140703;0800;-0,279714;
140703;0900;-0,400165;
140703;1000;0,233845;
140703;1100;1,6176;
140703;1200;3,4752;
140703;1300;4,25452;
140703;1400;5,13734;
140703;1500;5,04916;
140703;1600;4,8968;
140703;1700;4,67435;
140703;1800;4,4499;
140703;1900;4,38708;
140703;2000;3,85837;
140703;2100;3,21384;
140703;2200;3,11357;
140703;2300;2,35711;
140704;0000;2,02083;
140704;0100;1,91969;
140704;0200;1,26637;
140704;0300;0,895278;
140704;0400;0,83855;
140704;0500;0,682726;
140704;0600;0,494227;
140704;0700;0,492075;
140704;0800;0,977179;
140704;0900;1,72624;
140704;1000;2,48848;
140704;1100;3,32376;
140704;1200;4,33652;
140704;1300;4,25261;
140704;1400;4,18649;
140704;1500;4,60029;
140704;1600;4,67292;
140704;1700;2,27082;
140704;1800;1,2288;
140704;1900;-0,47467;
140704;2000;-1,0518;
140704;2100;-1,89232;
140704;2200;-1,98606;
140704;2300;-0,589965;
140705;0000;-0,588793;
140705;0100;-2,57317;
140705;0200;-0,598107;
140705;0300;-0,523602;
140705;0400;-0,129523;
140705;0500;0,504332;
140705;0600;1,20505;
140705;0700;1,8598;
140705;0800;2,2742;
140705;0900;2,44162;
140705;1000;3,93326;
140705;1100;5,1263;
140705;1200;5,67493;
140705;1300;5,70177;
140705;1400;5,98317;
140705;1500;6,33024;
140705;1600;6,28519;
140705;1700;5,64622;
140705;1800;5,2728;
140705;1900;5,24048;
140705;2000;5,38503;
140705;2100;5,4228;
140705;2200;5,71526;
140705;2300;7,13474;
140706;0000;7,81789;
140706;0100;9,90662;
140706;0200;10,0065;
140706;0300;10,5166;
140706;0400;10,2226;
140706;0500;10,5458;
140706;0600;10,7349;
140706;0700;10,1396;
140706;0800;9,59642;
140706;0900;8,21483;
140706;1000;7,85426;
140706;1100;7,69748;
140706;1200;7,53342;
140706;1300;7,31723;
140706;1400;6,97533;
140706;1500;6,78879;
140706;1600;5,61086;
140706;1700;5,50414;
140706;1800;3,79231;
140706;1900;3,34469;
140706;2000;2,25594;
140706;2100;1,89876;
140706;2200;1,44547;
140706;2300;1,26554;
140707;0000;1,25772;
140707;0100;0,950068;
140707;0200;0,785711;
140707;0300;1,43161;
140707;0400;1,5184;
140707;0500;1,71491;
140707;0600;1,77316;
140707;0700;1,94113;
140707;0800;2,28693;
140707;0900;3,61275;
140707;1000;4,61345;
140707;1100;6,03159;
140707;1200;6,88863;
140707;1300;7,40767;
140707;1400;7,10252;
140707;1500;5,57687;
140707;1600;4,73559;
140707;1700;4,30927;
140707;1800;3,52853;
140707;1900;3,03177;
140707;2000;2,56228;
140707;2100;2,13197;
140707;2200;2,19964;
140707;2300;1,92512;
140708;0000;1,74065;
140708;0100;2,13392;
140708;0200;1,5724;
140708;0300;1,81331;
140708;0400;1,21811;
140708;0500;1,21736;
140708;0600;0,819149;
140708;0700;0,640608;
140708;0800;0,924809;
140708;0900;1,60533;
140708;1000;2,01492;
140708;1100;2,5909;
140708;1200;4,81763;
140708;1300;5,9192;
140708;1400;6,24721;
140708;1500;5,12475;
140708;1600;3,96891;
140708;1700;1,97194;
140708;1800;0,109783;
140708;1900;-0,851029;
140708;2000;-1,96536;
140708;2100;-2,2826;
140708;2200;-2,49302;
140708;2300;-3,12613;
140709;0000;-3,72135;
140709;0100;-4,27641;
140709;0200;-4,82999;
140709;0300;-5,12486;
140709;0400;-5,93452;
140709;0500;-6,375;
140709;0600;-6,72038;
140709;0700;-6,69697;
140709;0800;-6,27697;
140709;0900;-4,32455;
140709;1000;-2,76408;
140709;1100;-0,635181;
140709;1200;1,01418;
140709;1300;1,97225;
140709;1400;3,68089;
140709;1500;4,32706;
140709;1600;3,55945;
140709;1700;1,40036;
140709;1800;-0,0505816;
140709;1900;-1,20261;
140709;2000;-1,67039;
140709;2100;-2,15351;
140709;2200;-2,84446;
140709;2300;-3,18184;
140710;0000;-3,58306;
140710;0100;-3,96703;
140710;0200;-4,23421;
140710;0300;-3,75352;
140710;0400;-4,73534;
140710;0500;-5,11102;
140710;0600;-5,73089;
140710;0700;-5,69617;
140710;0800;-5,54665;
140710;0900;-3,81919;
140710;1000;-2,09115;
140710;1100;0,256745;
140710;1200;1,76447;
140710;1300;3,39358;
140710;1400;3,76474;
140710;1500;4,53815;
140710;1600;3,5677;
140710;1700;2,00558;
140710;1800;0,808723;
140710;1900;-0,37625;
140710;2000;-0,575919;
140710;2100;-0,716285;
140710;2200;-0,849079;
140710;2300;-1,0598;
140711;0000;-1,44293;
140711;0100;-1,57546;
140711;0200;-1,75581;
140711;0300;-2,14419;
140711;0400;-2,50713;
140711;0500;-3,11888;
140711;0600;-2,96473;
140711;0700;-2,89931;
140711;0800;-3,2803;
140711;0900;-1,05309;
140711;1000;0,472708;
140711;1100;1,95289;
140711;1200;3,93536;
140711;1300;5,02422;
140711;1400;5,78265;
140711;1500;6,08958;
140711;1600;4,8681;
140711;1700;3,79755;
140711;1800;2,9562;
140711;1900;3,04859;
140711;2000;4,88931;
140711;2100;6,61964;
140711;2200;5,39937;
140711;2300;4,68175;
140712;0000;5,39699;
140712;0100;5,74229;
140712;0200;6,50423;
140712;0300;6,09099;
140712;0400;5,37309;
140712;0500;5,23903;
140712;0600;4,07143;
140712;0700;3,01887;
140712;0800;3,68508;
140712;0900;4,62485;
140712;1000;7,00066;
140712;1100;9,67545;
140712;1200;10,2651;
140712;1300;10,8607;
140712;1400;10,2681;
140712;1500;10,0005;
140712;1600;8,96809;
140712;1700;8,32384;
140712;1800;7,53792;
140712;1900;6,60007;
140712;2000;6,10825;
140712;2100;5,46246;
140712;2200;4,98392;
140712;2300;4,36703;
140713;0000;3,83598;
140713;0100;3,17615;
140713;0200;2,74869;
140713;0300;2,41648;
140713;0400;2,39129;
140713;0500;2,62317;
140713;0600;2,08766;
140713;0700;2,2825;
140713;0800;1,84105;
140713;0900;2,37926;
140713;1000;3,19919;
140713;1100;4,43874;
140713;1200;7,05154;
140713;1300;7,74532;
140713;1400;7,49677;
140713;1500;7,23923;
140713;1600;7,14555;
140713;1700;6,26904;
140713;1800;5,90891;
140713;1900;5,10705;
140713;2000;4,54984;
140713;2100;4,86561;
140713;2200;4,92107;
140713;2300;4,6236;
140714;0000;4,34942;
140714;0100;4,65751;
140714;0200;4,48559;
140714;0300;3,82291;
140714;0400;3,6537;
140714;0500;3,4449;
140714;0600;3,2269;
140714;0700;3,28811;
140714;0800;3,46708;
140714;0900;4,74815;
140714;1000;4,99226;
140714;1100;6,00809;
140714;1200;7,35645;
140714;1300;8,39333;
140714;1400;8,46291;
140714;1500;8,21637;
140714;1600;7,945;
140714;1700;7,54012;
140714;1800;6,92645;
140714;1900;6,57108;
140714;2000;6,1684;
140714;2100;5,94762;
140714;2200;5,79443;
140714;2300;6,19576;
140715;0000;5,96949;
140715;0100;6,52533;
140715;0200;6,36516;
140715;0300;5,89921;
140715;0400;5,61481;
140715;0500;5,09095;
140715;0600;4,56206;
140715;0700;5,73515;
140715;0800;6,18882;
140715;0900;6,42068;
140715;1000;8,29474;
140715;1100;8,78276;
140715;1200;9,16846;
140715;1300;7,80865;
140715;1400;6,77396;
140715;1500;7,09383;
140715;1600;6,68851;
140715;1700;5,76575;
140715;1800;5,22411;
140715;1900;5,21584;
140715;2000;4,15331;
140715;2100;3,699;
140715;2200;3,5097;
140715;2300;3,4733;
140716;0000;3,13996;
140716;0100;2,75323;
140716;0200;2,55152;
140716;0300;1,72216;
140716;0400;0,790582;
140716;0500;0,540589;
140716;0600;-0,433672;
140716;0700;-0,521823;
140716;0800;0,476354;
140716;0900;1,80233;
140716;1000;4,5132;
140716;1100;6,15363;
140716;1200;7,82863;
140716;1300;8,62021;
140716;1400;8,85785;
140716;1500;7,79252;
140716;1600;6,4249;
140716;1700;5,95634;
140716;1800;5,36181;
140716;1900;4,78542;
140716;2000;4,54615;
140716;2100;4,55634;
140716;2200;4,69437;
140716;2300;4,55903;
140717;0000;4,04149;
140717;0100;3,75326;
140717;0200;3,49547;
140717;0300;3,77123;
140717;0400;3,40606;
140717;0500;3,14008;
140717;0600;2,86432;
140717;0700;3,54706;
140717;0800;3,95146;
140717;0900;4,57777;
140717;1000;5,01214;
140717;1100;5,40797;
140717;1200;5,80196;
140717;1300;5,48533;
140717;1400;5,04635;
140717;1500;4,45888;
140717;1600;4,30637;
140717;1700;3,95231;
140717;1800;3,50636;
140717;1900;3,45502;
140717;2000;3,80194;
140717;2100;4,93407;
140717;2200;6,41405;
140717;2300;7,35493;
140718;0000;7,84779;
140718;0100;8,56337;
140718;0200;9,11298;
140718;0300;9,58034;
140718;0400;9,60605;
140718;0500;10,274;
140718;0600;10,6976;
140718;0700;11,1733;
140718;0800;10,9497;
140718;0900;10,8352;
140718;1000;11,2492;
140718;1100;11,8947;
140718;1200;12,008;
140718;1300;12,1892;
140718;1400;12,367;
140718;1500;12,7037;
140718;1600;12,9248;
140718;1700;12,9356;
140718;1800;12,8942;
140718;1900;13,2089;
140718;2000;13,189;
140718;2100;12,6614;
140718;2200;12,5206;
140718;2300;12,2728;
140719;0000;12,1841;
140719;0100;12,2347;
140719;0200;12,2726;
140719;0300;12,5934;
140719;0400;11,9634;
140719;0500;12,3738;
140719;0600;12,0794;
140719;0700;12,4035;
140719;0800;12,893;
140719;0900;13,6614;
140719;1000;14,4187;
140719;1100;16,5568;
140719;1200;16,7803;
140719;1300;16,9818;
140719;1400;16,5827;
140719;1500;15,8497;
140719;1600;14,7111;
140719;1700;13,9484;
140719;1800;13,7531;
140719;1900;14,4257;
140719;2000;13,8116;
140719;2100;13,6384;
140719;2200;11,7504;
140719;2300;11,0275;
140720;0000;10,3336;
140720;0100;10,0513;
140720;0200;9,83739;
140720;0300;9,37865;
140720;0400;9,07855;
140720;0500;8,59134;
140720;0600;8,68225;
140720;0700;8,98749;
140720;0800;8,53499;
140720;0900;8,84518;
140720;1000;10,3523;
140720;1100;11,3717;
140720;1200;10,4882;
140720;1300;10,4215;
140720;1400;10,343;
140720;1500;10,372;
140720;1600;9,5889;
140720;1700;7,67255;
140720;1800;7,17833;
140720;1900;6,43285;
140720;2000;5,63615;
140720;2100;5,36873;
140720;2200;5,2318;
140720;2300;4,70102;
140721;0000;4,72049;
140721;0100;4,55822;
140721;0200;4,66705;
140721;0300;4,70144;
140721;0400;4,1349;
140721;0500;3,80019;
140721;0600;3,72847;
140721;0700;3,37637;
140721;0800;3,37955;
140721;0900;5,47358;
140721;1000;6,49876;
140721;1100;6,83378;
140721;1200;6,72937;
140721;1300;6,10561;
140721;1400;5,5351;
140721;1500;4,88884;
140721;1600;4,11197;
140721;1700;3,54149;
140721;1800;3,13345;
140721;1900;2,85719;
140721;2000;2,32657;
140721;2100;2,588;
140721;2200;2,27824;
140721;2300;2,22506;
140722;0000;1,82384;
140722;0100;1,29694;
140722;0200;2,05168;
140722;0300;2,26694;
